text,target,has_number,has_rating_number,bert_text,final_text_enriched,text_length,n_tokens,sentiment
service was slow had to wait to order and get food although not crowded .,0.0,False,False,service was slow had to wait to order and get food although not crowded .,service slow wait order get food although crowd,47,8,0.0
drinks way over priced .,0.0,False,False,drinks way over priced .,drink way price,15,3,0.0
food was good not great not worth the wait or another visit,0.0,False,False,food was good not great not worth the wait or another visit,food good great worth wait another visit,40,7,0.836
great pizza for lunch place .,1.0,False,False,great pizza for lunch place .,great pizza lunch place,23,4,0.6249
service was quick .,1.0,False,False,service was quick .,service quick,13,2,0.0
the pizza was great .,1.0,False,False,the pizza was great .,pizza great,11,2,0.6249
and it was quick which is very important .,1.0,False,False,and it was quick which is very important .,quick important,15,2,0.2023
"whenever you need a sushi fix , mizu will be there with quality fish and great service .",1.0,False,False,"whenever you need a sushi fix , mizu will be there with quality fish and great service .",whenever need sushi fix mizu quality fish great_service,55,8,0.6249
delivery is fast too .,1.0,False,False,delivery is fast too .,delivery fast,13,2,0.0
"great friendly service , fast seating , fast delivery , excellent sushi .",1.0,False,False,"great friendly service , fast seating , fast delivery , excellent sushi .",great friendly service fast seat fast_delivery excellent sushi,62,8,0.9001
ess - a - bagel ( either by sty - town or midtown ) is by far the best bagel in ny .,1.0,False,False,ess - a - bagel ( either by sty - town or midtown ) is by far the best bagel in ny .,ess bagel either sty town midtown far good bagel ny,51,10,0.4404
"the bagels always warm , soft on the inside , crispy on the outside and enormous in size .",1.0,False,False,"the bagels always warm , soft on the inside , crispy on the outside and enormous in size .",bagel always warm soft inside crispy outside enormous size,58,9,0.2263
they have a huge selection of different cream cheeses and all of their salads are great .,1.0,False,False,they have a huge selection of different cream cheeses and all of their salads are great .,huge selection different cream_cheese salad great,49,6,0.7506
the lox is always fresh too .,1.0,False,False,the lox is always fresh too .,lox always fresh,16,3,0.3182
highly recommended to all !,1.0,False,False,highly recommended to all !,highly_recommend !,18,2,0.474
not impressed with the food .,0.0,False,False,not impressed with the food .,impress food,12,2,0.4404
prices too high for this cramped and unappealing resturant .,0.0,False,False,prices too high for this cramped and unappealing resturant .,price_high cramp unappeale resturant,36,4,-0.2023
zero ambiance to boot .,0.0,False,False,zero ambiance to boot .,zero ambiance boot,18,3,0.0
i thought this place was totally overrated .,0.0,False,False,i thought this place was totally overrated .,I think place totally overrate,30,5,0.0
"when you add it all together , it just does n ' t seem worth it to me . . . especially considering the prices .",0.0,False,False,"when you add it all together , it just does n ' t seem worth it to me . . . especially considering the prices .",add together n seem worth I especially consider price,53,9,0.2263
this is the best shabu - shabu restaurant in the try - state area .,1.0,False,False,this is the best shabu - shabu restaurant in the try - state area .,good shabu_shabu restaurant try state area,42,6,0.4404
thius is a must for anyone who loves shabu - shabu .,1.0,False,False,thius is a must for anyone who loves shabu - shabu .,thius must anyone love shabu_shabu,34,5,0.6369
the owner and staff are all japanese as well and that adds to the entire ambiance .,1.0,False,False,the owner and staff are all japanese as well and that adds to the entire ambiance .,owner staff japanese well add entire ambiance,45,7,0.2732
"despite a slightly limited menu , everything prepared is done to perfection , ultra fresh and a work of food art .",1.0,False,False,"despite a slightly limited menu , everything prepared is done to perfection , ultra fresh and a work of food art .",despite slightly limit menu everything prepare perfection ultra fresh work food art,83,12,0.7184
taxan delicious !,1.0,False,False,taxan delicious !,taxan delicious !,17,3,0.6114
"this restaurant was recommended by a local . . . as a matter of fact , he made the reservation for us and said we would not be disappointed !",1.0,False,False,"this restaurant was recommended by a local . . . as a matter of fact , he made the reservation for us and said we would not be disappointed !",restaurant recommend local matter fact make_reservation say would disappoint !,78,10,-0.1007
the prices were cheap compared to the quality of service and food .,1.0,False,False,the prices were cheap compared to the quality of service and food .,price cheap compare quality service food,40,6,0.0
"we liked it so much , that we will always make it a point to dine here when we visit new york .",1.0,False,False,"we liked it so much , that we will always make it a point to dine here when we visit new york .",like much always make_point dine visit new_york,47,7,0.3612
the location and ambience is ok but the food is what makes up for it .,1.0,False,False,the location and ambience is ok but the food is what makes up for it .,location ambience ok food make,30,5,0.296
there is a lot of variety even for people who eat vegetarian like me .,1.0,False,False,there is a lot of variety even for people who eat vegetarian like me .,lot variety even people eat vegetarian like I,45,8,0.3612
"the quantity is also very good , you will come out satisfied .",1.0,False,False,"the quantity is also very good , you will come out satisfied .",quantity also good come satisfied,33,5,0.6908
"the service is ok , some of the people did n ' t get what they asked for .",0.0,False,False,"the service is ok , some of the people did n ' t get what they asked for .",service ok people n get ask,27,6,0.296
i was there on sat . for my birthday and we had an excellent time .,1.0,False,False,i was there on sat . for my birthday and we had an excellent time .,I sit birthday excellent time,29,5,0.5719
i had the best ravioli ever .,1.0,False,False,i had the best ravioli ever .,I good ravioli ever,19,4,0.4404
the wine the service was very good too .,1.0,False,False,the wine the service was very good too .,wine great_service,17,2,0.4404
a little noise but i think that was because of our party !,1.0,False,False,a little noise but i think that was because of our party !,little noise I think party !,28,6,0.4075
this quaint and romantic trattoria is at the top of my manhattan restaurant list .,1.0,False,False,this quaint and romantic trattoria is at the top of my manhattan restaurant list .,quaint romantic trattoria top manhattan restaurant list,55,7,0.5423
"the food is delicious - from the specials to the regular menu - fare , the dishes are never a disappointment .",1.0,False,False,"the food is delicious - from the specials to the regular menu - fare , the dishes are never a disappointment .",great_food special regular menu fare dish never disappointment,66,8,0.8443
"whether it ' s the parmesean porcini souffle or the lamb glazed with balsamic vinegar , you will surely be transported to northern italy with one bite .",1.0,False,False,"whether it ' s the parmesean porcini souffle or the lamb glazed with balsamic vinegar , you will surely be transported to northern italy with one bite .",whether parmesean porcini souffle lamb glaze balsamic vinegar surely transport northern italy one bite,102,14,0.4404
"although the tables may be closely situated , the candle - light , food - quality and service overcompensate .",1.0,False,False,"although the tables may be closely situated , the candle - light , food - quality and service overcompensate .",although table may closely situate candle light food quality service overcompensate,83,11,0.0
a guaranteeed delight !,1.0,False,False,a guaranteeed delight !,guaranteeed delight !,21,3,0.636
"i have known about this secret for the last 13 years , emilio ( the godfather ) has continued to serve food and wine for the gods at mortal prices .",1.0,True,False,"i have known about this secret for the last 13 years , emilio ( the godfather ) has continued to serve food and wine for the gods at mortal prices .",I know secret last year emilio godfather continue serve food wine god mortal price,82,14,0.2732
"if you go , try the marinara / arrabiatta sauce , the mozzarella en carozza is mmmmmmmm . . . . . everything is just delicious .",1.0,False,False,"if you go , try the marinara / arrabiatta sauce , the mozzarella en carozza is mmmmmmmm . . . . . everything is just delicious .",go try marinara arrabiatta sauce mozzarella en carozza mmmmmmmm everything delicious,84,11,0.5719
i pray it stays open forever .,1.0,False,False,i pray it stays open forever .,I pray stay open forever,24,5,0.3182
"i found the food , service and value exceptional everytime i have been there .",1.0,False,False,"i found the food , service and value exceptional everytime i have been there .",I find food service value exceptional everytime I,49,8,0.34
i felt as though i were eating in paris .,1.0,False,False,i felt as though i were eating in paris .,I feel though I eat paris,25,6,0.0
the service was excellent - friendly and attentive .,1.0,False,False,the service was excellent - friendly and attentive .,great_service friendly attentive,36,3,0.7845
the prices are wonderfully low .,1.0,False,False,the prices are wonderfully low .,price wonderfully low,21,3,0.4215
very good wine choices .,1.0,False,False,very good wine choices .,good_wine choice,16,2,0.4404
who has room for cheesesticks with the best pizza in nyc !,1.0,False,False,who has room for cheesesticks with the best pizza in nyc !,room cheesestick good pizza_nyc !,33,5,0.4926
get the pepperoni - yum - and a family style salad .,1.0,False,False,get the pepperoni - yum - and a family style salad .,get pepperoni yum family style salad,36,6,0.0
great staff .,1.0,False,False,great staff .,great staff,11,2,0.6249
always great service !,1.0,False,False,always great service !,always great_service !,22,3,0.6588
i go twice a month !,1.0,False,False,i go twice a month !,I go twice month !,18,5,0.0
"the food is good , i ca n ' t lie .",1.0,False,False,"the food is good , i ca n ' t lie .",food good I n lie,17,5,0.4404
the hostess and the waitress were incredibly rude and did everything they could to rush us out .,0.0,False,False,the hostess and the waitress were incredibly rude and did everything they could to rush us out .,hostess waitress incredibly rude everything could rush,54,7,-0.5095
we were planning to get dessert but the waitress basically through the bill at us before we had a chance to order .,0.0,False,False,we were planning to get dessert but the waitress basically through the bill at us before we had a chance to order .,plan get dessert waitress basically bill chance order,53,8,0.25
save yourself the time and trouble and skip this one !,0.0,False,False,save yourself the time and trouble and skip this one !,save time trouble skip one !,28,6,0.2003
amma is nothing special .,0.0,False,False,amma is nothing special .,amma nothing special,20,3,-0.3089
i ate here a week ago and found most dishes average at best and too expensive .,0.0,False,False,i ate here a week ago and found most dishes average at best and too expensive .,I eat week_ago find dish average good expensive,47,8,0.4404
will not be back .,0.0,False,False,will not be back .,back,4,1,0.0
"do n ' t dine at tamarind for the vegetarian dishes , they are simply not up to par with the non - veg selections .",0.0,False,False,"do n ' t dine at tamarind for the vegetarian dishes , they are simply not up to par with the non - veg selections .",n dine tamarind vegetarian dish simply par non veg selection,60,10,0.0
"most importantly , food is excellent .",1.0,False,False,"most importantly , food is excellent .",importantly great_food,26,2,0.7184
try the sea bass .,1.0,False,False,try the sea bass .,try sea bass,12,3,0.0
highly recommended .,1.0,False,False,highly recommended .,highly_recommend,16,1,0.4201
first of all dal bukhara rocks .,1.0,False,False,first of all dal bukhara rocks .,first dal_bukhara rock,22,3,0.0
i am happy i did the food was awsome .,1.0,False,False,i am happy i did the food was awsome .,I happy I food awsome,21,5,0.5719
and yes dal bukhara is so dam good and so are all the kababs .,1.0,False,False,and yes dal bukhara is so dam good and so are all the kababs .,yes dal_bukhara dam good kabab,30,5,0.6808
but overall i give it a 10,1.0,True,True,but overall i give it a 10,overall I give,14,3,0.0
10,1.0,True,True,10,,0,0,0.0
haru on park s is simply disgusting .,0.0,False,False,haru on park s is simply disgusting .,haru park simply disgusting,27,4,-0.5267
the fish was not fresh and the rice tasted old and stale .,0.0,False,False,the fish was not fresh and the rice tasted old and stale .,fish_fresh rice taste old stale,31,5,0.3182
"quite frankly , this is some of the worst sushi i have ever tried .",0.0,False,False,"quite frankly , this is some of the worst sushi i have ever tried .",quite frankly bad sushi I ever try,34,7,-0.5829
will never be back .,0.0,False,False,will never be back .,never back,10,2,0.0
honestly the worst sushi my husband and i had in our entire lives .,0.0,False,False,honestly the worst sushi my husband and i had in our entire lives .,honestly bad sushi husband I entire life,40,7,-0.128
not sure why this restaurant would be rated that highly .,0.0,False,False,not sure why this restaurant would be rated that highly .,sure restaurant would rate highly,33,5,0.3182
the all - u - can - eat sushi is definitely in very poor quality .,0.0,False,False,the all - u - can - eat sushi is definitely in very poor quality .,u eat sushi definitely poor quality,35,6,-0.1027
wont come back again for sure !,0.0,False,False,wont come back again for sure !,come_back sure !,16,3,0.3802
the waitstaffs are nice though .,1.0,False,False,the waitstaffs are nice though .,waitstaff nice though,21,3,0.4215
i have been to roth ' s twice and both times were very disappointing .,0.0,False,False,i have been to roth ' s twice and both times were very disappointing .,I roth twice time disappointing,31,5,-0.4939
"both times i was extremely dissappointed by the service , which was boarderline rude .",0.0,False,False,"both times i was extremely dissappointed by the service , which was boarderline rude .",time I extremely dissappointe service boarderline rude,54,7,-0.4588
much of the time it seems like they do not care about you .,0.0,False,False,much of the time it seems like they do not care about you .,much time seem like care,24,5,0.6908
this was a great surprise .,1.0,False,False,this was a great surprise .,great surprise,14,2,0.7351
i look forward to eating here again,1.0,False,False,i look forward to eating here again,I look_forward eat,18,3,0.0
planet thai is great !,1.0,False,False,planet thai is great !,planet thai great !,19,4,0.6588
"we love the food , drinks , and atmosphere !",1.0,False,False,"we love the food , drinks , and atmosphere !",love food drink atmosphere !,28,5,0.6696
"the svc can be a bit rude at times , esp if you have big group , but overall the restaurant is a must !",1.0,False,False,"the svc can be a bit rude at times , esp if you have big group , but overall the restaurant is a must !",svc bit rude time esp big group overall restaurant must !,57,11,-0.5093
"try the pad thai , it ' s fabulous and their prices are so cheap !",1.0,False,False,"try the pad thai , it ' s fabulous and their prices are so cheap !",try pad thai fabulous price cheap !,35,7,0.5707
"just because it ' s cheap does not mean the portions are small or the food is nasty , it is great !",1.0,False,False,"just because it ' s cheap does not mean the portions are small or the food is nasty , it is great !",cheap mean portion small food nasty great !,43,8,0.2003
"they forgot a sandwich , did n ' t include plastic forks , and did n ' t include pita with the hummus platter .",0.0,False,False,"they forgot a sandwich , did n ' t include plastic forks , and did n ' t include pita with the hummus platter .",forget sandwich n include plastic fork n include pita hummus platter,68,11,-0.6486
"also , the sandwiches ( nearing $ 7 ) did n ' t come with anything like chips or a side .",0.0,True,False,"also , the sandwiches ( nearing $ 7 ) did n ' t come with anything like chips or a side .",also sandwich near n come anything like chip side,49,9,0.3612
"overall , not worth the money .",0.0,False,False,"overall , not worth the money .",overall worth money,19,3,0.2263
"eating in , the atmosphere saves it , but at your desk , it ' s a very disappointing experience .",0.0,False,False,"eating in , the atmosphere saves it , but at your desk , it ' s a very disappointing experience .",eat atmosphere save desk disappointing experience,49,6,0.0
chennai garden is my favorite indian restaurant in the city .,1.0,False,False,chennai garden is my favorite indian restaurant in the city .,chennai garden favorite indian restaurant city,46,6,0.4588
they have authentic indian at amazing prices .,1.0,False,False,they have authentic indian at amazing prices .,authentic indian amazing price,30,4,0.5859
the seats are uncomfortable if you are sitting against the wall on wooden benches .,0.0,False,False,the seats are uncomfortable if you are sitting against the wall on wooden benches .,seat uncomfortable sit wall wooden bench,40,6,-0.3818
it ' s a rather cramped and busy restaurant and it closes early .,0.0,False,False,it ' s a rather cramped and busy restaurant and it closes early .,rather cramped busy restaurant close early,42,6,0.0
the food is tasty and portion sizes are appropriate .,1.0,False,False,the food is tasty and portion sizes are appropriate .,food tasty portion size appropriate,35,5,0.0
this is a nice restaurant if you are looking for a good place to host an intimate dinner meeting with business associates .,1.0,False,False,this is a nice restaurant if you are looking for a good place to host an intimate dinner meeting with business associates .,nice restaurant look good place host intimate dinner meeting business associate,79,11,0.6908
not a great place for family or general dining .,0.0,False,False,not a great place for family or general dining .,great_place family general dining,33,4,0.6249
food is excellent .,1.0,False,False,food is excellent .,great_food,14,1,0.5719
fish is so very fresh .,1.0,False,False,fish is so very fresh .,fish_fresh,10,1,0.3182
waitstaff are very friendly .,1.0,False,False,waitstaff are very friendly .,waitstaff friendly,18,2,0.4939
love yuka .,1.0,False,False,love yuka .,love yuka,9,2,0.6369
mermaid inn is an overall good restaurant with really good seafood .,1.0,False,False,mermaid inn is an overall good restaurant with really good seafood .,mermaid inn overall good_restaurant really good seafood,55,7,0.7003
the lobster sandwich is good and the spaghetti with scallops and shrimp is great .,1.0,False,False,the lobster sandwich is good and the spaghetti with scallops and shrimp is great .,lobster_sandwich good spaghetti scallop shrimp great,52,6,0.7906
the service is good and ambience is good for a date or group outing .,1.0,False,False,the service is good and ambience is good for a date or group outing .,great_service ambience good date group outing,44,6,0.7003
the lobster sandwich is $ 24 and although it was good it was not nearly enough to warrant that price .,0.0,True,False,the lobster sandwich is $ 24 and although it was good it was not nearly enough to warrant that price .,lobster_sandwich although good nearly enough warrant price,58,7,0.4404
we were very pleasantly surprised .,1.0,False,False,we were very pleasantly surprised .,pleasantly_surprised,20,1,0.6124
"the food was delicious ( i had a halibut special , my husband had steak ) , and the service was top - notch .",1.0,False,False,"the food was delicious ( i had a halibut special , my husband had steak ) , and the service was top - notch .",great_food I halibut special husband steak great_service notch,64,8,0.802
"when my dessert came , there was a candle in it - not because anyone asked for one - but because the waiter must have seen me opening my birthday card and gift , and said he knew it was a special occassion of some sort .",1.0,False,False,"when my dessert came , there was a candle in it - not because anyone asked for one - but because the waiter must have seen me opening my birthday card and gift , and said he knew it was a special occassion of some sort .",dessert come candle anyone ask one waiter must see I open birthday card gift say know special occassion sort,108,19,0.6808
truly the mark of an attentive waiter .,1.0,False,False,truly the mark of an attentive waiter .,truly mark attentive waiter,27,4,0.4404
i highly recommend the restaurant based on our experience last night .,1.0,False,False,i highly recommend the restaurant based on our experience last night .,I highly_recommend restaurant base experience last_night,56,6,0.4201
we ate at this thai place following the reviews but very unhappy with the foods .,0.0,False,False,we ate at this thai place following the reviews but very unhappy with the foods .,eat thai place follow review unhappy food,41,7,-0.4215
we thought that this place is using too much of msg cooking in the foods .,0.0,False,False,we thought that this place is using too much of msg cooking in the foods .,think place use much msg cook food,34,7,0.0
"they do n ' t concern much of customer ' s health , just want to make money .",0.0,False,False,"they do n ' t concern much of customer ' s health , just want to make money .",n concern much customer health want make money,46,8,0.0772
please do n ' t fool us .,0.0,False,False,please do n ' t fool us .,please n fool,13,3,-0.1531
"i recommend the jelly fish , drunken chicken and the soupy dumplings , certainly the stir fry blue crab .",1.0,False,False,"i recommend the jelly fish , drunken chicken and the soupy dumplings , certainly the stir fry blue crab .",I recommend jelly fish drunken chicken soupy dumpling certainly stir fry blue crab,82,13,0.6486
the food is so cheap and the waiters are nice .,1.0,False,False,the food is so cheap and the waiters are nice .,food cheap waiter nice,22,4,0.4215
"of course , it is crowded but who cares .",1.0,False,False,"of course , it is crowded but who cares .",course crowd care,17,3,0.4939
authentic shanghai style and i can not recommend a better shanghai place in new york .,1.0,False,False,authentic shanghai style and i can not recommend a better shanghai place in new york .,authentic shanghai style I recommend well shanghai place new_york,65,9,0.5574
have frequented ' ino for several years and the food remains excellent .,1.0,False,False,have frequented ' ino for several years and the food remains excellent .,frequent ino several year food remain excellent,47,7,0.5719
cheese plate is a varied delight and great bargain at $ 10 .,1.0,True,False,cheese plate is a varied delight and great bargain at $ 10 .,cheese plate varied delight great bargain,41,6,0.8689
"the large selection of bruschettas , paninis , tramezzinis keep the palate from stagnating .",1.0,False,False,"the large selection of bruschettas , paninis , tramezzinis keep the palate from stagnating .",large selection bruschetta panini tramezzini keep palate stagnate,65,8,0.0
"( the asparagus , truffle oil , parmesan bruschetta is a winner ! )",1.0,False,False,"( the asparagus , truffle oil , parmesan bruschetta is a winner ! )",asparagus truffle oil parmesan bruschetta winner !,50,7,0.6239
"be sure to try the seasonal , and always delicious , specials .",1.0,False,False,"be sure to try the seasonal , and always delicious , specials .",sure try seasonal always delicious special,42,6,0.8271
definitely a neighborhood favorite .,1.0,False,False,definitely a neighborhood favorite .,definitely neighborhood favorite,32,3,0.6908
i loved this place ! !,1.0,False,False,i loved this place ! !,I love place ! !,16,5,0.6988
i almost hesititate to write a review because the atmosphere was so great and i would hate for it too become to crowded .,1.0,False,False,i almost hesititate to write a review because the atmosphere was so great and i would hate for it too become to crowded .,I almost hesititate write_review atmosphere great I would hate become crowd,75,11,0.1027
"i like cafe noir dont get me wrong , it is jsut that the people who work there are evil and incompetent ! !",0.0,False,False,"i like cafe noir dont get me wrong , it is jsut that the people who work there are evil and incompetent ! !",I like cafe noir get I wrong jsut people work evil incompetent ! !,66,14,-0.8652
"the service was terrible , we had to wait for everything and ask several of different people for the same thing before we were allowed to be served .",0.0,False,False,"the service was terrible , we had to wait for everything and ask several of different people for the same thing before we were allowed to be served .",service terrible wait everything ask several different people thing allow serve,79,11,-0.296
"the waitress , seems to be more concerned of looking good than actually waitressing .",0.0,False,False,"the waitress , seems to be more concerned of looking good than actually waitressing .",waitress seem concerned look good actually waitress,51,7,0.4404
"after dinner the manager grabbed my boyfriend , asked him : where are you from . . . maybe you dont know how things work in america . . . and in the end stormed away almost teareyed yelling that tips are the only thing they survive on .",0.0,False,False,"after dinner the manager grabbed my boyfriend , asked him : where are you from . . . maybe you dont know how things work in america . . . and in the end stormed away almost teareyed yelling that tips are the only thing they survive on .",dinner manager grab boyfriend ask maybe know thing work america end storm away almost teareye yell tip thing survive,116,19,0.0
"we did tip , i guess the model / waitress just wanted more and complained to the manager .",0.0,False,False,"we did tip , i guess the model / waitress just wanted more and complained to the manager .",tip I guess model waitress want complain manager,48,8,-0.296
pizza here is consistently good .,1.0,False,False,pizza here is consistently good .,pizza consistently good,23,3,0.4404
salads are a delicious way to begin the meal .,1.0,False,False,salads are a delicious way to begin the meal .,salad delicious way begin meal,30,5,0.5719
it is thick and slightly soggy .,0.0,False,False,it is thick and slightly soggy .,thick slightly soggy,20,3,0.0
decor is charming .,1.0,False,False,decor is charming .,decor charming,14,2,0.5859
what a great place .,1.0,False,False,what a great place .,great_place,11,1,0.6249
"the ambience was so fun , and the prices were great , on top of the fact that the food was really tasty .",1.0,False,False,"the ambience was so fun , and the prices were great , on top of the fact that the food was really tasty .",ambience fun price great top fact food really tasty,51,9,0.8481
i would definitely recommend sea if you like thai cuisine !,1.0,False,False,i would definitely recommend sea if you like thai cuisine !,I would definitely recommend sea like thai cuisine !,52,9,0.7901
i was here a few weeks back and we had the worst customer service experience at a restaurant ever .,0.0,False,False,i was here a few weeks back and we had the worst customer service experience at a restaurant ever .,I week back bad customer service experience restaurant ever,59,9,-0.5423
"a gentleman , maybe the manager , came to our table , and without so much as a smile or greeting asked for our order .",0.0,False,False,"a gentleman , maybe the manager , came to our table , and without so much as a smile or greeting asked for our order .",gentleman maybe manager come table without much smile greeting ask order,72,11,-0.5096
"while it is understandable that every place is indeed different , there was not a need to be uncourteous to customers and downright rude .",0.0,False,False,"while it is understandable that every place is indeed different , there was not a need to be uncourteous to customers and downright rude .",understandable every place indeed different need uncourteous customer downright rude,84,10,-0.4588
never again !,0.0,False,False,never again !,never !,7,2,0.0
i absolutely loved this place .,1.0,False,False,i absolutely loved this place .,I absolutely_love place,23,3,0.6697
"excellent atmosphere , delicious dishes good and friendly service .",1.0,False,False,"excellent atmosphere , delicious dishes good and friendly service .",excellent atmosphere delicious dish good friendly service,57,7,0.926
this is can became on e of the ny italian food fare institutions .,1.0,False,False,this is can became on e of the ny italian food fare institutions .,become e ny italian food fare institution,41,7,0.0
i think that it is absolutely brilliant and well runned business operation .,1.0,False,False,i think that it is absolutely brilliant and well runned business operation .,I think absolutely brilliant well runne business operation,58,8,0.7559
the wine list is also really nice .,1.0,False,False,the wine list is also really nice .,wine_list also really nice,26,4,0.4754
i have been to casimir over 5 times and i have always had a great time there .,1.0,True,False,i have been to casimir over 5 times and i have always had a great time there .,I casimir time I always great time,34,7,0.6249
the food is great and reasonably priced .,1.0,False,False,the food is great and reasonably priced .,great_food reasonably price,27,3,0.6249
"i have tried to make reservations , but both times , the hostess did n ' t have my name .",0.0,False,False,"i have tried to make reservations , but both times , the hostess did n ' t have my name .",I try make_reservation time hostess n name,42,7,0.0
"if the weather is nice , try to snag an outside table .",1.0,False,False,"if the weather is nice , try to snag an outside table .",weather nice try snag outside table,35,6,0.4215
my boyfriend and i went there to celebrate my birthday the other night and all i can say is that it was magnificent .,1.0,False,False,my boyfriend and i went there to celebrate my birthday the other night and all i can say is that it was magnificent .,boyfriend I go celebrate birthday night I say magnificent,57,9,0.8225
"from the spectacular caviar to the hospitable waitstaff , i felt like royalty and enjoyed every second of it .",1.0,False,False,"from the spectacular caviar to the hospitable waitstaff , i felt like royalty and enjoyed every second of it .",spectacular caviar hospitable waitstaff I feel like royalty enjoy every second,78,11,0.6908
"considering we were the last patrons there and it was after the closing time , the waitstaff did not rush us at all and made us feel comfortable and relaxed .",1.0,False,False,"considering we were the last patrons there and it was after the closing time , the waitstaff did not rush us at all and made us feel comfortable and relaxed .",consider last patron closing time waitstaff rush make feel comfortable relaxed,78,11,0.7579
i highly recommend caviar russe to anyone who wants delicious top grade caviar and fantastic service .,1.0,False,False,i highly recommend caviar russe to anyone who wants delicious top grade caviar and fantastic service .,I highly_recommend caviar russe anyone want delicious top grade caviar fantastic service,88,12,0.9041
nice family owned traditional restaurant .,1.0,False,False,nice family owned traditional restaurant .,nice family traditional restaurant,34,4,0.4215
i was pleasantly surprised to find this gem in hoboken .,1.0,False,False,i was pleasantly surprised to find this gem in hoboken .,I pleasantly_surprised find gem hoboken,39,5,0.6124
"i found the food to be outstanding , particulary the salmon dish i had .",1.0,False,False,"i found the food to be outstanding , particulary the salmon dish i had .",I find food outstanding particulary salmon dish I,49,8,0.6124
"i also ordered the change mojito , which was out of this world .",1.0,False,False,"i also ordered the change mojito , which was out of this world .",I also order change mojito world,32,6,0.0
"we ate out in the back patio , which is worth it as it ' s cool and the music is hear well there .",1.0,False,False,"we ate out in the back patio , which is worth it as it ' s cool and the music is hear well there .",eat back patio worth cool music hear well,41,8,0.6486
"overall , excellent restaurant !",1.0,False,False,"overall , excellent restaurant !",overall excellent restaurant !,30,4,0.6114
the food was good .,1.0,False,False,the food was good .,food good,9,2,0.4404
the place was nice and calm .,1.0,False,False,the place was nice and calm .,place nice calm,15,3,0.6249
but the service was a bit slow .,0.0,False,False,but the service was a bit slow .,service bit slow,16,3,0.0
the buffet had a nice selection .,1.0,False,False,the buffet had a nice selection .,buffet nice selection,21,3,0.4215
the food was average or above including some surprising tasty dishes .,1.0,False,False,the food was average or above including some surprising tasty dishes .,food_average include surprising tasty dish,42,5,0.2732
service was also very good .,1.0,False,False,service was also very good .,service also good,17,3,0.4404
i would go back .,1.0,False,False,i would go back .,I go_back,15,2,0.0
i got an excellent piece of cheesecake and we had several other nice pastries .,1.0,False,False,i got an excellent piece of cheesecake and we had several other nice pastries .,I get excellent piece cheesecake several nice pastry,52,8,0.7579
"i would recommend roxy ' s for that , but not for their food .",0.0,False,False,"i would recommend roxy ' s for that , but not for their food .",I would recommend roxy food,27,5,0.3612
my son and his girlfriend both wanted cheeseburgers and they were huge !,1.0,False,False,my son and his girlfriend both wanted cheeseburgers and they were huge !,son girlfriend want cheeseburger_huge !,39,5,0.4389
"consequently , their burgers fell apart in their hands and made such a mess that they did ' nt feel like finishing them .",0.0,False,False,"consequently , their burgers fell apart in their hands and made such a mess that they did ' nt feel like finishing them .",consequently burger fall apart hand make mess feel like finish,62,10,0.4939
also they were $ 15 each !,0.0,True,False,also they were $ 15 each !,also !,6,2,0.0
it was $ 14 not really bad for a pound of pastrami - but it did n ' t have much taste - i ' ve had better for less elsewhere !,0.0,True,False,it was $ 14 not really bad for a pound of pastrami - but it did n ' t have much taste - i ' ve had better for less elsewhere !,really bad pound pastrami n much taste I well less elsewhere !,62,12,-0.4561
"this place is really trendi but they have forgotten about the most important part of a restaurant , the food .",0.0,False,False,"this place is really trendi but they have forgotten about the most important part of a restaurant , the food .",place really trendi forget important part restaurant food,57,8,-0.0296
"the last two times i ordered from here my food was soo spicy that i could barely eat it , and the spice took away from the flavor of the dish .",0.0,False,False,"the last two times i ordered from here my food was soo spicy that i could barely eat it , and the spice took away from the flavor of the dish .",last two time I order food soo spicy I could barely eat spice take away flavor dish,83,17,0.0
and the tom kha soup was pathetic .,0.0,False,False,and the tom kha soup was pathetic .,tom kha soup pathetic,21,4,-0.5719
if you want good authentic thai this place is not the place to go .,0.0,False,False,if you want good authentic thai this place is not the place to go .,want good authentic thai place place go,39,7,0.4939
"we went here for lunch a couple of weeks ago on a saturday , and i was thoroughly impressed with the food .",1.0,False,False,"we went here for lunch a couple of weeks ago on a saturday , and i was thoroughly impressed with the food .",go lunch couple week_ago saturday I thoroughly impressed food,61,9,0.5256
"the pesto pizza was excellent , thin - crust pizza with a nice amount of spicy italian cheese that i ' d never heard of before .",1.0,False,False,"the pesto pizza was excellent , thin - crust pizza with a nice amount of spicy italian cheese that i ' d never heard of before .",pesto pizza excellent thin crust pizza nice amount spicy italian cheese I never hear,84,14,0.7579
"conveniently located too , being right on bedford ave .",1.0,False,False,"conveniently located too , being right on bedford ave .",conveniently locate right bedford ave,37,5,0.0
"the back garden sitting area is very pleasant , where you can see their personal herb garden .",1.0,False,False,"the back garden sitting area is very pleasant , where you can see their personal herb garden .",back garden sit area pleasant see personal herb garden,54,9,0.5106
we had the lobster sandwich and it was fantastic .,1.0,False,False,we had the lobster sandwich and it was fantastic .,lobster_sandwich fantastic,26,2,0.5574
"my husband said he could ' ve eaten several more , the portion was fine for me he even exclaimed that the french fries were the best he has had .",1.0,False,False,"my husband said he could ' ve eaten several more , the portion was fine for me he even exclaimed that the french fries were the best he has had .",husband say could eat several portion fine I even exclaim french fry good,73,13,0.5719
