text,target,has_number,has_rating_number,final_text,bert_text
the prices are wonderfully low .,1.0,False,False,price wonderfully low,the prices are wonderfully low .
very good wine choices .,1.0,False,False,good wine choice,very good wine choices .
who has room for cheesesticks with the best pizza in nyc !,1.0,False,False,room cheesestick good pizza nyc !,who has room for cheesesticks with the best pizza in nyc !
get the pepperoni - yum - and a family style salad .,1.0,False,False,get pepperoni yum family style salad,get the pepperoni - yum - and a family style salad .
great staff .,1.0,False,False,great staff,great staff .
always great service !,1.0,False,False,always great service !,always great service !
i go twice a month !,1.0,False,False,I go twice month !,i go twice a month !
"the food is good , i ca n ' t lie .",1.0,False,False,food good I n lie,"the food is good , i ca n ' t lie ."
the hostess and the waitress were incredibly rude and did everything they could to rush us out .,0.0,False,False,hostess waitress incredibly rude everything could rush,the hostess and the waitress were incredibly rude and did everything they could to rush us out .
we were planning to get dessert but the waitress basically through the bill at us before we had a chance to order .,0.0,False,False,plan get dessert waitress basically bill chance order,we were planning to get dessert but the waitress basically through the bill at us before we had a chance to order .
save yourself the time and trouble and skip this one !,0.0,False,False,save time trouble skip one !,save yourself the time and trouble and skip this one !
amma is nothing special .,0.0,False,False,amma nothing special,amma is nothing special .
i ate here a week ago and found most dishes average at best and too expensive .,0.0,False,False,I eat week ago find dish average good expensive,i ate here a week ago and found most dishes average at best and too expensive .
will not be back .,0.0,False,False,back,will not be back .
"do n ' t dine at tamarind for the vegetarian dishes , they are simply not up to par with the non - veg selections .",0.0,False,False,n dine tamarind vegetarian dish simply par non veg selection,"do n ' t dine at tamarind for the vegetarian dishes , they are simply not up to par with the non - veg selections ."
"most importantly , food is excellent .",1.0,False,False,importantly food excellent,"most importantly , food is excellent ."
try the sea bass .,1.0,False,False,try sea bass,try the sea bass .
highly recommended .,1.0,False,False,highly recommend,highly recommended .
first of all dal bukhara rocks .,1.0,False,False,first dal bukhara rock,first of all dal bukhara rocks .
i am happy i did the food was awsome .,1.0,False,False,I happy I food awsome,i am happy i did the food was awsome .
and yes dal bukhara is so dam good and so are all the kababs .,1.0,False,False,yes dal bukhara dam good kabab,and yes dal bukhara is so dam good and so are all the kababs .
but overall i give it a 10,1.0,True,True,overall I give,but overall i give it a 10
10,1.0,True,True,,10
haru on park s is simply disgusting .,0.0,False,False,haru park simply disgusting,haru on park s is simply disgusting .
the fish was not fresh and the rice tasted old and stale .,0.0,False,False,fish fresh rice taste old stale,the fish was not fresh and the rice tasted old and stale .
"quite frankly , this is some of the worst sushi i have ever tried .",0.0,False,False,quite frankly bad sushi I ever try,"quite frankly , this is some of the worst sushi i have ever tried ."
will never be back .,0.0,False,False,never back,will never be back .
honestly the worst sushi my husband and i had in our entire lives .,0.0,False,False,honestly bad sushi husband I entire life,honestly the worst sushi my husband and i had in our entire lives .
not sure why this restaurant would be rated that highly .,0.0,False,False,sure restaurant would rate highly,not sure why this restaurant would be rated that highly .
the all - u - can - eat sushi is definitely in very poor quality .,0.0,False,False,u eat sushi definitely poor quality,the all - u - can - eat sushi is definitely in very poor quality .
wont come back again for sure !,0.0,False,False,come back sure !,wont come back again for sure !
the waitstaffs are nice though .,1.0,False,False,waitstaff nice though,the waitstaffs are nice though .
i have been to roth ' s twice and both times were very disappointing .,0.0,False,False,I roth twice time disappointing,i have been to roth ' s twice and both times were very disappointing .
"both times i was extremely dissappointed by the service , which was boarderline rude .",0.0,False,False,time I extremely dissappointe service boarderline rude,"both times i was extremely dissappointed by the service , which was boarderline rude ."
much of the time it seems like they do not care about you .,0.0,False,False,much time seem like care,much of the time it seems like they do not care about you .
this was a great surprise .,1.0,False,False,great surprise,this was a great surprise .
i look forward to eating here again,1.0,False,False,I look forward eat,i look forward to eating here again
planet thai is great !,1.0,False,False,planet thai great !,planet thai is great !
"we love the food , drinks , and atmosphere !",1.0,False,False,love food drink atmosphere !,"we love the food , drinks , and atmosphere !"
"the svc can be a bit rude at times , esp if you have big group , but overall the restaurant is a must !",1.0,False,False,svc bit rude time esp big group overall restaurant must !,"the svc can be a bit rude at times , esp if you have big group , but overall the restaurant is a must !"
"try the pad thai , it ' s fabulous and their prices are so cheap !",1.0,False,False,try pad thai fabulous price cheap !,"try the pad thai , it ' s fabulous and their prices are so cheap !"
"just because it ' s cheap does not mean the portions are small or the food is nasty , it is great !",1.0,False,False,cheap mean portion small food nasty great !,"just because it ' s cheap does not mean the portions are small or the food is nasty , it is great !"
"they forgot a sandwich , did n ' t include plastic forks , and did n ' t include pita with the hummus platter .",0.0,False,False,forget sandwich n include plastic fork n include pita hummus platter,"they forgot a sandwich , did n ' t include plastic forks , and did n ' t include pita with the hummus platter ."
"also , the sandwiches ( nearing $ 7 ) did n ' t come with anything like chips or a side .",0.0,True,False,also sandwich near n come anything like chip side,"also , the sandwiches ( nearing $ 7 ) did n ' t come with anything like chips or a side ."
"overall , not worth the money .",0.0,False,False,overall worth money,"overall , not worth the money ."
"eating in , the atmosphere saves it , but at your desk , it ' s a very disappointing experience .",0.0,False,False,eat atmosphere save desk disappointing experience,"eating in , the atmosphere saves it , but at your desk , it ' s a very disappointing experience ."
chennai garden is my favorite indian restaurant in the city .,1.0,False,False,chennai garden favorite indian restaurant city,chennai garden is my favorite indian restaurant in the city .
they have authentic indian at amazing prices .,1.0,False,False,authentic indian amazing price,they have authentic indian at amazing prices .
the seats are uncomfortable if you are sitting against the wall on wooden benches .,0.0,False,False,seat uncomfortable sit wall wooden bench,the seats are uncomfortable if you are sitting against the wall on wooden benches .
it ' s a rather cramped and busy restaurant and it closes early .,0.0,False,False,rather cramped busy restaurant close early,it ' s a rather cramped and busy restaurant and it closes early .
the food is tasty and portion sizes are appropriate .,1.0,False,False,food tasty portion size appropriate,the food is tasty and portion sizes are appropriate .
this is a nice restaurant if you are looking for a good place to host an intimate dinner meeting with business associates .,1.0,False,False,nice restaurant look good place host intimate dinner meeting business associate,this is a nice restaurant if you are looking for a good place to host an intimate dinner meeting with business associates .
not a great place for family or general dining .,0.0,False,False,great place family general dining,not a great place for family or general dining .
food is excellent .,1.0,False,False,food excellent,food is excellent .
fish is so very fresh .,1.0,False,False,fish fresh,fish is so very fresh .
waitstaff are very friendly .,1.0,False,False,waitstaff friendly,waitstaff are very friendly .
love yuka .,1.0,False,False,love yuka,love yuka .
mermaid inn is an overall good restaurant with really good seafood .,1.0,False,False,mermaid inn overall good restaurant really good seafood,mermaid inn is an overall good restaurant with really good seafood .
the lobster sandwich is good and the spaghetti with scallops and shrimp is great .,1.0,False,False,lobster sandwich good spaghetti scallop shrimp great,the lobster sandwich is good and the spaghetti with scallops and shrimp is great .
the service is good and ambience is good for a date or group outing .,1.0,False,False,service good ambience good date group outing,the service is good and ambience is good for a date or group outing .
the lobster sandwich is $ 24 and although it was good it was not nearly enough to warrant that price .,0.0,True,False,lobster sandwich although good nearly enough warrant price,the lobster sandwich is $ 24 and although it was good it was not nearly enough to warrant that price .
we were very pleasantly surprised .,1.0,False,False,pleasantly surprised,we were very pleasantly surprised .
"the food was delicious ( i had a halibut special , my husband had steak ) , and the service was top - notch .",1.0,False,False,food delicious I halibut special husband steak service top notch,"the food was delicious ( i had a halibut special , my husband had steak ) , and the service was top - notch ."
"when my dessert came , there was a candle in it - not because anyone asked for one - but because the waiter must have seen me opening my birthday card and gift , and said he knew it was a special occassion of some sort .",1.0,False,False,dessert come candle anyone ask one waiter must see I open birthday card gift say know special occassion sort,"when my dessert came , there was a candle in it - not because anyone asked for one - but because the waiter must have seen me opening my birthday card and gift , and said he knew it was a special occassion of some sort ."
truly the mark of an attentive waiter .,1.0,False,False,truly mark attentive waiter,truly the mark of an attentive waiter .
i highly recommend the restaurant based on our experience last night .,1.0,False,False,I highly recommend restaurant base experience last night,i highly recommend the restaurant based on our experience last night .
we ate at this thai place following the reviews but very unhappy with the foods .,0.0,False,False,eat thai place follow review unhappy food,we ate at this thai place following the reviews but very unhappy with the foods .
we thought that this place is using too much of msg cooking in the foods .,0.0,False,False,think place use much msg cook food,we thought that this place is using too much of msg cooking in the foods .
"they do n ' t concern much of customer ' s health , just want to make money .",0.0,False,False,n concern much customer health want make money,"they do n ' t concern much of customer ' s health , just want to make money ."
please do n ' t fool us .,0.0,False,False,please n fool,please do n ' t fool us .
"i recommend the jelly fish , drunken chicken and the soupy dumplings , certainly the stir fry blue crab .",1.0,False,False,I recommend jelly fish drunken chicken soupy dumpling certainly stir fry blue crab,"i recommend the jelly fish , drunken chicken and the soupy dumplings , certainly the stir fry blue crab ."
the food is so cheap and the waiters are nice .,1.0,False,False,food cheap waiter nice,the food is so cheap and the waiters are nice .
"of course , it is crowded but who cares .",1.0,False,False,course crowd care,"of course , it is crowded but who cares ."
authentic shanghai style and i can not recommend a better shanghai place in new york .,1.0,False,False,authentic shanghai style I recommend well shanghai place new york,authentic shanghai style and i can not recommend a better shanghai place in new york .
have frequented ' ino for several years and the food remains excellent .,1.0,False,False,frequent ino several year food remain excellent,have frequented ' ino for several years and the food remains excellent .
cheese plate is a varied delight and great bargain at $ 10 .,1.0,True,False,cheese plate varied delight great bargain,cheese plate is a varied delight and great bargain at $ 10 .
"the large selection of bruschettas , paninis , tramezzinis keep the palate from stagnating .",1.0,False,False,large selection bruschetta panini tramezzini keep palate stagnate,"the large selection of bruschettas , paninis , tramezzinis keep the palate from stagnating ."
"( the asparagus , truffle oil , parmesan bruschetta is a winner ! )",1.0,False,False,asparagus truffle oil parmesan bruschetta winner !,"( the asparagus , truffle oil , parmesan bruschetta is a winner ! )"
"be sure to try the seasonal , and always delicious , specials .",1.0,False,False,sure try seasonal always delicious special,"be sure to try the seasonal , and always delicious , specials ."
definitely a neighborhood favorite .,1.0,False,False,definitely neighborhood favorite,definitely a neighborhood favorite .
i loved this place ! !,1.0,False,False,I love place ! !,i loved this place ! !
i almost hesititate to write a review because the atmosphere was so great and i would hate for it too become to crowded .,1.0,False,False,I almost hesititate write review atmosphere great I would hate become crowd,i almost hesititate to write a review because the atmosphere was so great and i would hate for it too become to crowded .
"i like cafe noir dont get me wrong , it is jsut that the people who work there are evil and incompetent ! !",0.0,False,False,I like cafe noir get I wrong jsut people work evil incompetent ! !,"i like cafe noir dont get me wrong , it is jsut that the people who work there are evil and incompetent ! !"
"the service was terrible , we had to wait for everything and ask several of different people for the same thing before we were allowed to be served .",0.0,False,False,service terrible wait everything ask several different people thing allow serve,"the service was terrible , we had to wait for everything and ask several of different people for the same thing before we were allowed to be served ."
"the waitress , seems to be more concerned of looking good than actually waitressing .",0.0,False,False,waitress seem concerned look good actually waitress,"the waitress , seems to be more concerned of looking good than actually waitressing ."
"after dinner the manager grabbed my boyfriend , asked him : where are you from . . . maybe you dont know how things work in america . . . and in the end stormed away almost teareyed yelling that tips are the only thing they survive on .",0.0,False,False,dinner manager grab boyfriend ask maybe know thing work america end storm away almost teareye yell tip thing survive,"after dinner the manager grabbed my boyfriend , asked him : where are you from . . . maybe you dont know how things work in america . . . and in the end stormed away almost teareyed yelling that tips are the only thing they survive on ."
"we did tip , i guess the model / waitress just wanted more and complained to the manager .",0.0,False,False,tip I guess model waitress want complain manager,"we did tip , i guess the model / waitress just wanted more and complained to the manager ."
pizza here is consistently good .,1.0,False,False,pizza consistently good,pizza here is consistently good .
salads are a delicious way to begin the meal .,1.0,False,False,salad delicious way begin meal,salads are a delicious way to begin the meal .
it is thick and slightly soggy .,0.0,False,False,thick slightly soggy,it is thick and slightly soggy .
decor is charming .,1.0,False,False,decor charming,decor is charming .
what a great place .,1.0,False,False,great place,what a great place .
"the ambience was so fun , and the prices were great , on top of the fact that the food was really tasty .",1.0,False,False,ambience fun price great top fact food really tasty,"the ambience was so fun , and the prices were great , on top of the fact that the food was really tasty ."
i would definitely recommend sea if you like thai cuisine !,1.0,False,False,I would definitely recommend sea like thai cuisine !,i would definitely recommend sea if you like thai cuisine !
i was here a few weeks back and we had the worst customer service experience at a restaurant ever .,0.0,False,False,I week back bad customer service experience restaurant ever,i was here a few weeks back and we had the worst customer service experience at a restaurant ever .
"a gentleman , maybe the manager , came to our table , and without so much as a smile or greeting asked for our order .",0.0,False,False,gentleman maybe manager come table without much smile greeting ask order,"a gentleman , maybe the manager , came to our table , and without so much as a smile or greeting asked for our order ."
"while it is understandable that every place is indeed different , there was not a need to be uncourteous to customers and downright rude .",0.0,False,False,understandable every place indeed different need uncourteous customer downright rude,"while it is understandable that every place is indeed different , there was not a need to be uncourteous to customers and downright rude ."
never again !,0.0,False,False,never !,never again !
i absolutely loved this place .,1.0,False,False,I absolutely love place,i absolutely loved this place .
"excellent atmosphere , delicious dishes good and friendly service .",1.0,False,False,excellent atmosphere delicious dish good friendly service,"excellent atmosphere , delicious dishes good and friendly service ."
this is can became on e of the ny italian food fare institutions .,1.0,False,False,become e ny italian food fare institution,this is can became on e of the ny italian food fare institutions .
i think that it is absolutely brilliant and well runned business operation .,1.0,False,False,I think absolutely brilliant well runne business operation,i think that it is absolutely brilliant and well runned business operation .
the wine list is also really nice .,1.0,False,False,wine list also really nice,the wine list is also really nice .
i have been to casimir over 5 times and i have always had a great time there .,1.0,True,False,I casimir time I always great time,i have been to casimir over 5 times and i have always had a great time there .
the food is great and reasonably priced .,1.0,False,False,food great reasonably price,the food is great and reasonably priced .
"i have tried to make reservations , but both times , the hostess did n ' t have my name .",0.0,False,False,I try make reservation time hostess n name,"i have tried to make reservations , but both times , the hostess did n ' t have my name ."
"if the weather is nice , try to snag an outside table .",1.0,False,False,weather nice try snag outside table,"if the weather is nice , try to snag an outside table ."
my boyfriend and i went there to celebrate my birthday the other night and all i can say is that it was magnificent .,1.0,False,False,boyfriend I go celebrate birthday night I say magnificent,my boyfriend and i went there to celebrate my birthday the other night and all i can say is that it was magnificent .
"from the spectacular caviar to the hospitable waitstaff , i felt like royalty and enjoyed every second of it .",1.0,False,False,spectacular caviar hospitable waitstaff I feel like royalty enjoy every second,"from the spectacular caviar to the hospitable waitstaff , i felt like royalty and enjoyed every second of it ."
"considering we were the last patrons there and it was after the closing time , the waitstaff did not rush us at all and made us feel comfortable and relaxed .",1.0,False,False,consider last patron closing time waitstaff rush make feel comfortable relaxed,"considering we were the last patrons there and it was after the closing time , the waitstaff did not rush us at all and made us feel comfortable and relaxed ."
i highly recommend caviar russe to anyone who wants delicious top grade caviar and fantastic service .,1.0,False,False,I highly recommend caviar russe anyone want delicious top grade caviar fantastic service,i highly recommend caviar russe to anyone who wants delicious top grade caviar and fantastic service .
nice family owned traditional restaurant .,1.0,False,False,nice family traditional restaurant,nice family owned traditional restaurant .
i was pleasantly surprised to find this gem in hoboken .,1.0,False,False,I pleasantly surprised find gem hoboken,i was pleasantly surprised to find this gem in hoboken .
"i found the food to be outstanding , particulary the salmon dish i had .",1.0,False,False,I find food outstanding particulary salmon dish I,"i found the food to be outstanding , particulary the salmon dish i had ."
"i also ordered the change mojito , which was out of this world .",1.0,False,False,I also order change mojito world,"i also ordered the change mojito , which was out of this world ."
"we ate out in the back patio , which is worth it as it ' s cool and the music is hear well there .",1.0,False,False,eat back patio worth cool music hear well,"we ate out in the back patio , which is worth it as it ' s cool and the music is hear well there ."
"overall , excellent restaurant !",1.0,False,False,overall excellent restaurant !,"overall , excellent restaurant !"
the food was good .,1.0,False,False,food good,the food was good .
the place was nice and calm .,1.0,False,False,place nice calm,the place was nice and calm .
but the service was a bit slow .,0.0,False,False,service bit slow,but the service was a bit slow .
the buffet had a nice selection .,1.0,False,False,buffet nice selection,the buffet had a nice selection .
the food was average or above including some surprising tasty dishes .,1.0,False,False,food average include surprising tasty dish,the food was average or above including some surprising tasty dishes .
service was also very good .,1.0,False,False,service also good,service was also very good .
i would go back .,1.0,False,False,I would go back,i would go back .
i got an excellent piece of cheesecake and we had several other nice pastries .,1.0,False,False,I get excellent piece cheesecake several nice pastry,i got an excellent piece of cheesecake and we had several other nice pastries .
"i would recommend roxy ' s for that , but not for their food .",0.0,False,False,I would recommend roxy food,"i would recommend roxy ' s for that , but not for their food ."
my son and his girlfriend both wanted cheeseburgers and they were huge !,1.0,False,False,son girlfriend want cheeseburger huge !,my son and his girlfriend both wanted cheeseburgers and they were huge !
"consequently , their burgers fell apart in their hands and made such a mess that they did ' nt feel like finishing them .",0.0,False,False,consequently burger fall apart hand make mess feel like finish,"consequently , their burgers fell apart in their hands and made such a mess that they did ' nt feel like finishing them ."
also they were $ 15 each !,0.0,True,False,also !,also they were $ 15 each !
it was $ 14 not really bad for a pound of pastrami - but it did n ' t have much taste - i ' ve had better for less elsewhere !,0.0,True,False,really bad pound pastrami n much taste I well less elsewhere !,it was $ 14 not really bad for a pound of pastrami - but it did n ' t have much taste - i ' ve had better for less elsewhere !
"this place is really trendi but they have forgotten about the most important part of a restaurant , the food .",0.0,False,False,place really trendi forget important part restaurant food,"this place is really trendi but they have forgotten about the most important part of a restaurant , the food ."
"the last two times i ordered from here my food was soo spicy that i could barely eat it , and the spice took away from the flavor of the dish .",0.0,False,False,last two time I order food soo spicy I could barely eat spice take away flavor dish,"the last two times i ordered from here my food was soo spicy that i could barely eat it , and the spice took away from the flavor of the dish ."
and the tom kha soup was pathetic .,0.0,False,False,tom kha soup pathetic,and the tom kha soup was pathetic .
if you want good authentic thai this place is not the place to go .,0.0,False,False,want good authentic thai place place go,if you want good authentic thai this place is not the place to go .
"we went here for lunch a couple of weeks ago on a saturday , and i was thoroughly impressed with the food .",1.0,False,False,go lunch couple week ago saturday I thoroughly impressed food,"we went here for lunch a couple of weeks ago on a saturday , and i was thoroughly impressed with the food ."
"the pesto pizza was excellent , thin - crust pizza with a nice amount of spicy italian cheese that i ' d never heard of before .",1.0,False,False,pesto pizza excellent thin crust pizza nice amount spicy italian cheese I never hear,"the pesto pizza was excellent , thin - crust pizza with a nice amount of spicy italian cheese that i ' d never heard of before ."
"conveniently located too , being right on bedford ave .",1.0,False,False,conveniently locate right bedford ave,"conveniently located too , being right on bedford ave ."
"the back garden sitting area is very pleasant , where you can see their personal herb garden .",1.0,False,False,back garden sit area pleasant see personal herb garden,"the back garden sitting area is very pleasant , where you can see their personal herb garden ."
we had the lobster sandwich and it was fantastic .,1.0,False,False,lobster sandwich fantastic,we had the lobster sandwich and it was fantastic .
"my husband said he could ' ve eaten several more , the portion was fine for me he even exclaimed that the french fries were the best he has had .",1.0,False,False,husband say could eat several portion fine I even exclaim french fry good,"my husband said he could ' ve eaten several more , the portion was fine for me he even exclaimed that the french fries were the best he has had ."
we had the scallops as an appetizer and they were delicious and the sauce was wonderful .,1.0,False,False,scallop appetizer delicious sauce wonderful,we had the scallops as an appetizer and they were delicious and the sauce was wonderful .
we waited at the bar and had martinis that were just right .,1.0,False,False,wait bar martini right,we waited at the bar and had martinis that were just right .
love the food .,1.0,False,False,love food,love the food .
it ' s the only place you can get yummy authentic japanese comfort food .,1.0,False,False,place get yummy authentic japanese comfort food,it ' s the only place you can get yummy authentic japanese comfort food .
and you ca n ' t beat the prices .,1.0,False,False,n beat price,and you ca n ' t beat the prices .
i ' ve lived in ny for 5 years and this place has it all .,1.0,True,False,I live ny year place,i ' ve lived in ny for 5 years and this place has it all .
"great food , good size menu , great service and an unpretensious setting .",1.0,False,False,great food good size menu great service unpretensious setting,"great food , good size menu , great service and an unpretensious setting ."
"the dishes offered were unique , very tasty and fresh from the lamb sausages , sardines with biscuits , large whole shrimp to the amazing pistachio ice cream ( the best and freshest i ' ve ever had ) .",1.0,False,False,dish offer unique tasty fresh lamb sausage sardine biscuit large whole shrimp amazing pistachio ice cream good fresh I ever,"the dishes offered were unique , very tasty and fresh from the lamb sausages , sardines with biscuits , large whole shrimp to the amazing pistachio ice cream ( the best and freshest i ' ve ever had ) ."
i ' m glad i was introduced to this place and this is a rare gem in ny .,1.0,False,False,I glad I introduce place rare gem ny,i ' m glad i was introduced to this place and this is a rare gem in ny .
"the freshest , best variety , and the fastest delivery .",1.0,False,False,fresh good variety fast delivery,"the freshest , best variety , and the fastest delivery ."
also very inexpensive .,1.0,False,False,also inexpensive,also very inexpensive .
the service was excellent and the food was delicious .,1.0,False,False,service excellent food delicious,the service was excellent and the food was delicious .
"we are very particular about sushi and were both please with every choice which included : ceviche mix ( special ) , crab dumplings , assorted sashimi , sushi and rolls , two types of sake , and the banana tempura .",1.0,False,False,particular sushi please every choice include ceviche mix special crab dumpling assort sashimi sushi roll two type sake banana tempura,"we are very particular about sushi and were both please with every choice which included : ceviche mix ( special ) , crab dumplings , assorted sashimi , sushi and rolls , two types of sake , and the banana tempura ."
definitely a great spot for a nice occasion or date .,1.0,False,False,definitely great spot nice occasion date,definitely a great spot for a nice occasion or date .
"average to good thai food , but terrible delivery .",0.0,False,False,average good thai food terrible delivery,"average to good thai food , but terrible delivery ."
i ' ve waited over one hour for food .,0.0,False,False,I wait one hour food,i ' ve waited over one hour for food .
they were very abrupt with me when i called and actually claimed the food was late because they were out of rice .,0.0,False,False,abrupt I I call actually claim food late rice,they were very abrupt with me when i called and actually claimed the food was late because they were out of rice .
a thai restaurant out of rice during dinner ?,0.0,False,False,thai restaurant rice dinner,a thai restaurant out of rice during dinner ?
"the food arrived 20 minutes after i called , cold and soggy .",0.0,True,False,food arrive minute I call cold soggy,"the food arrived 20 minutes after i called , cold and soggy ."
this is a wonderful place on all stand points especially value ofr money .,1.0,False,False,wonderful place stand point especially value ofr money,this is a wonderful place on all stand points especially value ofr money .
an excellent service,1.0,False,False,excellent service,an excellent service
we were greeted promptly by the waiter who was very nice and cordial .,1.0,False,False,greet promptly waiter nice cordial,we were greeted promptly by the waiter who was very nice and cordial .
she was very helpful in suggesting us drinks and helped us in ordering a lot of good dishes since we knew nothing about indian food .,1.0,False,False,helpful suggest drink help order lot good dish since know nothing indian food,she was very helpful in suggesting us drinks and helped us in ordering a lot of good dishes since we knew nothing about indian food .
the food looked very appetizing and delicious since it came on a variety of fancy plates .,1.0,False,False,food look appetizing delicious since come variety fancy plate,the food looked very appetizing and delicious since it came on a variety of fancy plates .
we ended our great experience by having gulab jamun ( dessert ) recommended by the waiter .,1.0,False,False,end great experience gulab jamun dessert recommend waiter,we ended our great experience by having gulab jamun ( dessert ) recommended by the waiter .
i thanked my friend who recommended me this restaurant and will certainly recommend it to others .,1.0,False,False,I thank friend recommend I restaurant certainly recommend,i thanked my friend who recommended me this restaurant and will certainly recommend it to others .
"service here was great , food was fantastic .",1.0,False,False,service great food fantastic,"service here was great , food was fantastic ."
"guacamole + shrimp appetizer was really great , we both had the filet , very good , did n ' t much like the frites that came with , but the filet was so good , neither of us cared .",1.0,False,False,guacamole shrimp appetizer really great filet good n much like frite come filet good neither care,"guacamole + shrimp appetizer was really great , we both had the filet , very good , did n ' t much like the frites that came with , but the filet was so good , neither of us cared ."
will absolutely visit again .,1.0,False,False,absolutely visit,will absolutely visit again .
you can not go wrong with this place .,1.0,False,False,go wrong place,you can not go wrong with this place .
"the food is outstanding and the service is quick , friendly and very professional .",1.0,False,False,food outstanding service quick friendly professional,"the food is outstanding and the service is quick , friendly and very professional ."
"always a nice crowd , but never loud .",1.0,False,False,always nice crowd never loud,"always a nice crowd , but never loud ."
go here .,1.0,False,False,go,go here .
good for dates or with friends .,1.0,False,False,good date friend,good for dates or with friends .
i am reluctant to write because i would not want my jem of a pizza place to become overcrowded .,1.0,False,False,I reluctant write I would want jem pizza place become overcrowded,i am reluctant to write because i would not want my jem of a pizza place to become overcrowded .
"however , it is jus too good to not praise it .",1.0,False,False,however ju good praise,"however , it is jus too good to not praise it ."
"by far , the best pizza in manhattan .",1.0,False,False,far good pizza manhattan,"by far , the best pizza in manhattan ."
"the crust is thin , the ingredients are fresh and the staff is friendly .",1.0,False,False,crust thin ingredient fresh staff friendly,"the crust is thin , the ingredients are fresh and the staff is friendly ."
"the fish was really , really fresh .",1.0,False,False,fish really really fresh,"the fish was really , really fresh ."
we all agreed that mare is one of the best seafood restaurants in new york .,1.0,False,False,agree mare one good seafood restaurant new york,we all agreed that mare is one of the best seafood restaurants in new york .
i stumbled upon this great pizzeria as i explored my new neighborhood .,1.0,False,False,I stumble upon great pizzeria I explore new neighborhood,i stumbled upon this great pizzeria as i explored my new neighborhood .
all of the pizzas are terrific and the price is even better !,1.0,False,False,pizza terrific price even well !,all of the pizzas are terrific and the price is even better !
i highly recommend the sophia pizza .,1.0,False,False,I highly recommend sophia pizza,i highly recommend the sophia pizza .
it ' s to die for !,1.0,False,False,die !,it ' s to die for !
the food was mediocre at best but it was the horrible service that made me vow never to go back .,0.0,False,False,food mediocre good horrible service make I vow never go back,the food was mediocre at best but it was the horrible service that made me vow never to go back .
"immediately after we paid , the waiter took the money and said , okay , you guys are outta here .",0.0,False,False,immediately pay waiter take money say okay guy outta,"immediately after we paid , the waiter took the money and said , okay , you guys are outta here ."
so rushing us out was absolutely unnecessary !,0.0,False,False,rush absolutely unnecessary !,so rushing us out was absolutely unnecessary !
"for the people who want great food plus great service , roxy is a place to avoid !",0.0,False,False,people want great food plus great service roxy place avoid !,"for the people who want great food plus great service , roxy is a place to avoid !"
"the blond wood decor is very soothing , the premium sake is excellent and the service is great .",1.0,False,False,blond wood decor soothing premium sake excellent service great,"the blond wood decor is very soothing , the premium sake is excellent and the service is great ."
mizu is the japenese find in grammercy .,1.0,False,False,mizu japenese find grammercy,mizu is the japenese find in grammercy .
"while their kitchen food is delicious , their sushi is out of this world .",1.0,False,False,kitchen food delicious sushi world,"while their kitchen food is delicious , their sushi is out of this world ."
mizu is home to creative and unique rolls not to found anywhere else .,1.0,False,False,mizu home creative unique roll find anywhere else,mizu is home to creative and unique rolls not to found anywhere else .
"not only is the cuisine the best around , the service has always been attentive and charming .",1.0,False,False,cuisine good around service always attentive charming,"not only is the cuisine the best around , the service has always been attentive and charming ."
warning : you may find it difficult to dine at other japanese restaurants after a visit to mizu !,1.0,False,False,warn may find difficult dine japanese restaurant visit mizu !,warning : you may find it difficult to dine at other japanese restaurants after a visit to mizu !
